author,date,headlines,read_more,text,ctext
Arshiya Chopra,"28 Jul 2017,Friday","Bangladesh, India to allow free passage for elephants",http://www.hindustantimes.com/india-news/soon-gates-on-border-to-allow-indian-elephants-to-visit-bangladesh-and-return/story-rDybL52QkciEgnbU8jCDVK.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ,Officials of India and Bangladesh on Thursday agreed to construct gates along the border to allow free and safe passage for wild elephants. Officials have identified 12 points in Meghalaya and one in Assam along the border where fences would be pulled down to build gates. The initiative would also permit transboundary movement of elephant rescue teams.,"Illegal migrants from Bangladesh entering India is a contentious issue between both neighbours. While New Delhi contends large-scale influx from across the border, Dhaka has denied these migrants are their citizens.There was no such difference though when officials of both nations agreed on Thursday to construct gates along the border to allow ?free and safe passage? for wild elephants.Setting up of the gates was one of the 18 points of action agreed between both countries at the 2nd Indo-Bangladesh dialogue on trans-boundary conservation of elephants held at Shillong.?Trans-border migration of animals is a natural process. But due to erection of border fences, there have been occasions when elephants have broken barriers to continue on their route. The gates will allow them safe passage,? India?s director general of forest Siddhanta Das told HT.Officials have identified 12 points in Meghalaya and one in Assam along the border, which are used by wild elephants to travel to Bangladesh, where the gates will be constructed.It is estimated nearly 20 pachyderms from India move to Bangladesh annually around winter and return later.?We will be tracking these animals and use the services of security and forest personnel on both sides of the border to ensure that the elephants don?t face any problems,? said Das.Construction of the gates, which would require cutting of border fencing between both countries at some points, is expected to be over before the 3rd round of the dialogue on the issue in Dhaka next year.Both countries also agreed to discourage and regulate construction of electric fences to protect crops in the areas which fall in the routes taken by the elephants to prevent deaths due to electrocution.Measures to prevent or bring down incidents of human-elephant conflict while the pachyderms crisscross between both countries, such as setting up warning systems and planting of trees to act as bio-fence, were also discussed.There are nearly 9,000 wild elephants in the northeast region, around 1800 of them in Meghalaya alone, and sometimes they venture to Bangladesh in search of food or mates.Last year, a wild elephant was swept away to Bangladesh by the flooded waters of Brahmaputra from Dhubri in Assam. The animal, named Banga Bahadur by people in Bangladesh, died after 50 days of efforts between two countries to bring it back."
Aarushi Maheshwari,"28 Jul 2017,Friday",Woman sexually assaulted by 'superhost' sues Airbnb,https://www.theguardian.com/technology/2017/jul/27/airbnb-guest-sexual-assault-allegation?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ,"A woman has sued Airbnb for negligence for allowing her to rent a Los Angeles room from a host previously accused of domestic violence. Leslie Lapayowker alleged Carlos Del Olmo, listed as a ""superhost"" for positive reviews, sexually assaulted her. Airbnb said it had conducted a background check but allowed Del Olmo to be a host because he wasn't convicted. ","An Airbnb guest is seeking to hold the company accountable for an alleged sexual assault, claiming in a first-of-its-kind lawsuit that she was attacked by a host who was not properly screened.The suit, filed Thursday by Leslie Lapayowker, raises fresh questions about the tech firm?s legal responsibilities when hosts violate laws or engage in criminal conduct.Lapayowker is accusing Airbnb of negligence when it allowed her to rent a room from Carlos Del Olmo, who was previously accused of domestic violence. ?I don?t want this to happen to other women,? Lapayowker, a 51-year-old New Mexico woman, told the Guardian. ?It was horrible, and I think that everybody should be warned that this could potentially happen to them or their daughter or their wife or their sister.? Reached by phone, Del Olmo said he was not aware of the complaint and vehemently denied the sexual assault allegation, noting that criminal charges were never filed. An Airbnb spokesperson said that it had conducted a background check on Del Olmo, but because he was not convicted in a previous case, he was allowed to be a host. The company also said it removed him from the site after learning of Lapayowker?s claims.Lapayowker moved to Los Angeles in July of 2016 for a new job as a mortgage broker and had planned to live in Del Olmo?s Airbnb for a month while looking for permanent housing. Del Olmo, who was renting a studio attached to his house, was a ?verified? user and considered a ?superhost? for Airbnb, meaning he had positive reviews and frequently had guests.?I assumed that I would be in especially good hands,? said Lapayowker.But, according to the suit, Del Olmo immediately made her uncomfortable by making sexually suggestive comments, pounding on her windshield while she was in her car and screaming at his son loud enough so she could hear.?He scared me,? she added.Lapayowker decided to leave after three nights, and when she returned to get a laptop she left and told him she was moving out early, Del Olmo said he ?wanted to show her something of importance inside the studio?, the suit said.He then allegedly locked the door, dropped his shorts and began masturbating in front of her, demanding that she touch him and ?taste it?. He ignored her pleas to stop, shoved his tongue into her mouth and eventually ejaculated into a trashcan, according to the lawsuit.He then let her leave the room, saying, ?Don?t forget to leave me a positive review on Airbnb?, the complaint said.?I was completely in shock. I was totally numb,? Lapayowker recalled, saying she initially hesitated calling police. ?I was terrified he would find out where I live and come after me.?Later that month, she reported the incident to police and to Airbnb, which banned Del Olmo from the site. Authorities ultimately declined to file charges, because officials said there was not enough evidence, according to Lapayowker?s attorney. Prosecutors did not immediately respond to requests for comment.But an attorney for Lapayowker discovered that Del Olmo had an earlier arrest in Florida for a battery charge and domestic violence case. A police report said that, according to the victim?s account, he had pulled her hair and dragged her during an argument. He entered a diversion program, which is an alternative to prosecution, the records showed.Lapayowker, who had previously been an Airbnb ?superhost? herself, said she was in disbelief when she learned of the past case: ?I was just furious. Why would they let somebody like this be a host??An Airbnb spokesperson said it runs background checks on all US hosts and guests, looking for matches with terrorist watch lists, felony convictions, sex offender registries and ?significant misdemeanors?.?The abhorrent behavior described has no place in our community and we will not tolerate it. We have been trying to support her in any way we can and we will continue to do so,? the company said in a statement to the Guardian.Del Olmo claimed the encounter with Lapayowker was ?consensual?. He said: ?This woman just fully lied and made everything up.? He said that the woman in the Florida case also lied and noted that he was not convicted.He also argued that it was unfair for Airbnb to kick him off the platform: ?Airbnb has no respect for the homeowner ? who is the one putting themselves in a liability situation.?Teresa Li, Lapayowker?s attorney, argued that Airbnb misleads users with branding that emphasizes the safety of the platform and calling it a ?trusted community marketplace?.?They lure you in and give you this false sense of security,? she said.Airbnb has previously argued that it is not legally responsible when its hosts racially discriminate or violate local housing laws.Lapayowker, who said she is suffering from post-traumatic stress disorder, said she felt Airbnb didn?t take her case seriously: ?I feel like they don?t care. Their entire model is to just get as much business as possible.? "
Aarushi Maheshwari,"28 Jul 2017,Friday",Australia to build one of world's longest electric highways,https://www.theguardian.com/australia-news/2017/jul/27/queensland-to-build-one-of-worlds-longest-electric-vehicle-highways?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ,"Australia's Queensland is building a 2,000-kilometre network of electric vehicle charging stations, which will make up one of the longest electric vehicle highways in the world. The Electric Super Highway will be completed within six months. Its stations will offer free power for at least one year, in an attempt to boost the number of electric cars in Queensland. ","Queensland will have a 2,000km network of electric vehicle charging stations that make up one of the world?s longest electric vehicle highways within six months.The state government announced on Thursday it would build an 18-station network stretching along Queensland?s east coast from Cairns to Coolangatta and west to Toowoomba.The stations, which recharge a vehicle in 30 minutes, will offer free power for at least a year in what the environment minister, Steven Miles, said was a bid to boost the number of electric cars on Queensland roads, currently about 700.?This project is ambitious, but we want as many people as possible on board the electric vehicle revolution, as part of our transition to a low-emissions future,? Miles said.The $3m network had ?the potential to revolutionise the way we travel around Queensland in the future?, he said.Queensland?s ?electric highway? will span a comparable distance to the ?west coast electric highway? in the US, which runs from California to Oregon and Washington state. However it is dwarfed by the Trans-Canada EV highway, which, at about 8,000km, is the world?s longest.But the US in total now boasts 16,107 stations and 43,828 charging outlets, according to the US Department of Energy. Tesla drivers can reputedly make journeys of 20,000 km.The Queensland stations, which will range from the capital Brisbane to the small sugar town of Tully, would be powered with ?green energy? bought through renewable energy credits or offsets.Miles said a state household energy survey showed half of Queenslanders would consider ?an electric vehicle, plug-in hybrid or regenerative braking hybrid? when buying a new car in the next two years.While lower prices and longer-lasting batteries were driving global uptake, most in the survey said ?improvements to public fast-charging infrastructure would further tempt them into purchasing an EV?, Miles said.Car executives from Audi, BMW, Hyundai, Jaguar Land Rover, Mercedes Benz and Mitsubishi lined up to praise the move and called on other states to follow.The Audi Australia managing director, Paul Sansom, said electric car drivers travelling ?the vast distances in between our capital cities ? need to have confidence that they will be able to find a charging station when they need it, even if they?re driving in an unfamiliar region?.?This is the current expectation around frequency of petrol stations, and it?s, rightly, what consumers will demand as EVs become more prevalent.?Behyad Jafari, the chief executive of the Electric Vehicle Council, said the state government had shown ?national leadership? with ?a signal to the market that Queensland is serious about electric vehicles?.This gave the industry ?certainty to unlock investment to grow our economy and create new, high skilled jobs?, he said.?I encourage all governments across Australia to follow suit, particularly as this support will help to provide motorists with increased choice of cars that are cheaper and healthier to operate.?Queensland is Australia?s biggest carbon polluter, with the transport sector making up the state?s second largest source of carbon emissions with 21.1m tonnes in 2014, having almost doubled since 1990.Passenger cars make up almost half of transport emissions, according to the state environment department.The $3m contract to build the network has been awarded to Brisbane technology company Tritium, which began as a solar car racing parts manufacturer."
Sumedha Sehra,"28 Jul 2017,Friday",What are Nitish Kumar's chances in Friday's floor test?,http://www.hindustantimes.com/india-news/nitish-kumar-is-cm-again-as-political-balance-shifts-in-bihar-to-face-trust-vote-today/story-gMBoEIPJwUjWqTh0KG0KNN.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ,"A support of 122 MLAs is needed to form the government in the 243-seat Bihar Assembly. Nitish Kumar, who will face the floor test on Friday, has the backing of JD(U)'s 71 MLAs, BJP's 53 MLAs, and other NDA partners' 5 MLAs. Apart from that, two independent MLAs have extended support to the new alliance, taking the total to 131.","Within 18 hours of resigning as Bihar chief minister, Nitish Kumar took oath on Thursday as the head of the government for the sixth time with the BJP?s Sushil Kumar Modi as his deputy.He will seek a trust vote on Friday after re-forging a partnership with the BJP, four years after he walked out of the NDA.His surprise resignation sank the three-party ?grand alliance? of his Janata Dal (United), Lalu Prasad?s Rashtriya Janata Dal and Congress that defeated the BJP in the 2015 state elections.Kumar?s switch upset several leaders of the JD(U) as well, including parliamentarians and local unit heads. Sharad Yadav, who led the party before Kumar, is also said to be displeased with the chief minister?s ?unilateral decisions?. RJD chief Prasad accused Kumar of cheating the people of Bihar and said in Ranchi he could challenge in the Supreme Court the governor?s action of disallowing his party, the single largest with 80 legislators, to stake claim to form a new government.Numbers seems to favour Kumar. The JD(U) has 71 MLAs, the BJP 53, other NDA partners five. Besides, two of the four independents have backed the NDA, making a bloc of 131, which is nine more than the majority mark in the 243-member assembly.The RJD-led grouping has 107 members, including the Congress?s 27. Two independents and three CPI-ML members are unattached.Law experts believe a legal fight against Kumar may fall flat as the Goa and Manipur instances proved this year. The Congress won more seats in both states in the 2017 state elections, but the BJP tied together bigger combinations. The top court dismissed the Congress?s challenge.They said Bihar governor KN Tripathi?s action was not illegal.?After a crisis the concept of who has the larger and a stable combination comes. So the governor has the discretion to call a combination or party who will enjoy majority on the floor of the House,? senior advocate Rajeev Dhawan said.Governor Tripathi, who was admitted to hospital on Wednesday when the political drama played out in Patna, returned to Raj Bhavan and administered the oath to Kumar at 10am.The cabinet would be expanded after Friday?s vote, sources said.Sources said the JD(U) could get a ministerial position in the Narendra Modi government during a reshuffle planned after Parliament?s monsoon session. The move would make the ?alliance? complete at the Centre and the state, and check rumblings within the party. JD(U) leaders, including Rajya Sabha members Ali Anwar and Veerendra Kumar, attempted to persuade Sharad Yadav on Thursday to take the lead to oppose Kumar for allegedly not taking the party into confidence.Veerendra Kumar said: ?He (Sharad Yadav) told me there is no question of accepting the current stand of Nitish Kumar.?Congress vice president Rahul Gandhi also criticised Kumar for dumping the grand alliance and joining the BJP.?The mandate was against the communal stand of the BJP but Nitish has chosen to embrace them. We were aware of what was going on for three-four months. This is the problem with Indian politics. For the sake of power and personal gains, they compromise with anything.?BSP chief Mayawati accused Kumar of betraying the people of Bihar. ?Democracy will be weakened. This is another example of hunger for power.?For his part, Kumar thanked Prime Minister Modi for his congratulatory message after being sworn-in. He said his administration would not compromise on corruption and was hopeful that Bihar?s development agenda would gather momentum with the Centre?s support.Kumar?s decision to quit came hours after the RJD chief ruled out the resignation of his son and deputy chief minister Tejashwi, who is facing an investigation over an alleged land-for-hotels scandal.Speaker Vijay Kumar Choudhary told reporters that in view of the trust vote, a day-long special sitting of the assembly has been convened on Friday.The BJP sent party secretary Anil Jain and health minister JP Nadda to the swearing-in.Nadda said: ?Kumar?s step is courageous and will send a positive message against corruption ... We will contribute to the state?s development with him.?The Kumar-Modi reunion makes the BJP-led NDA?s bid to retain power in the 2019 general election stronger. The BJP and its allies rule 12 states that send 20 or more MPs to the Lok Sabha.The opposition?s attempts at forging a united front against the NDA took a hard hit after the exit of Kumar, identified with good governance and probity.?Who will be key faces in any such opposition front in 2019? Akhilesh Yadav, Mayawati, Mamata Banerjee, Lalu Prasad? None of them can corner us on the issue of corruption or good governance. Nitish was a different matter,? a BJP leader said.(with agency inputs)"
Sumedha Sehra,"28 Jul 2017,Friday",'What do I call you? God?' Pak woman to Swaraj after visa,http://indiatoday.intoday.in/story/swaraj-directs-indian-hc-to-give-visa-to-pak-patient/1/1012922.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ,"A Pakistani woman, Hijaab Asif, praised Indian External Affairs Minister Sushma Swaraj after the latter directed the Indian High Commission in Pakistan to issue Asif a medical visa. ""@SushmaSwaraj What do I call you? Superwoman? God? No words to describe your generosity!"" she wrote in a tweet, adding that Pakistan would have changed if she were their Prime Minister.","External Affairs Minister Sushma Swaraj on Thursday directed the Indian High Commission in Islamabad to issue a visa to a Pakistani national for medical treatment in India. Swaraj's direction to India's High Commissioner in Pakistan Gautam Bambawale came after a woman -- Hijaab Asif -- sought the external affairs minister's urgent intervention. Touched by Swaraj's prompt response, Asif praised Swaraj and even said that Pakistan would have changed had she been the prime minister of her country. Minutes after Swaraj's tweet to Bambawale, the Indian mission tweeted that it was in touch with the applicant. ""Ma'am, we are in touch with the applicant. Rest assured we will follow it up,"" the Indian High Commission said in a tweet. 'HE SAID IT'S ALL UP TO YOU' Responding to Asif's plea, Swaraj also wondered whether Pakistan Prime Minister's Foreign Affairs Advisor Satraj Aziz had refused to issue a recommendation letter for the issuance of a visa by India to the patent. The External Affairs minister had a few weeks back said that Pakistani nationals seeking visas for medical treatment in India must accompany their visa applications with a recommendation letter by Aziz. ""Dear maam, spoke to DHC (Deputy High Commissioner) in Islamabad, told the patients current condition and he said it's all up to you. If you allow,"" Asif had tweeted earlier. The patient is suffering from serious liver ailment and needs urgent treatment in India, she said. 'CANNOT STOP PRAISING YOU'After Swaraj's direction to grant a visa to the patient, Asif was effusive in her praise of the external affairs minister. ""@SushmaSwaraj What do I call you? Superwoman? God? No words to describe your generosity! Love you maam. Cannot stop praising you in tears!!!,"" she said. In another tweet, she said ""my heart belongs and beats for you"", adding that ""Pakistan doesn't deserve her at all"". ""Lots and Lots of Love and respect from here. Wish you were our prime minister. this country would have changed,"" she said.ALSO READ 39 missing Indians in Iraq: Sushma Swaraj's Lok Sabha statement rekindles hope of familiesWon't declare anybody dead without evidence: Sushma Swaraj on 39 Indians missing in Iraq"
Deepali Aggarwal,"28 Jul 2017,Friday","Rolling Stone features Trudeau, asks why can't he be US Prez",http://www.hindustantimes.com/world-news/rolling-stone-cover-features-justin-trudeau-asks-why-he-can-t-be-us-president/story-SDSPlfzD28deIJ1DCxfG5H.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ,"US magazine Rolling Stone featured Canadian PM Justin Trudeau on the cover of its latest issue and questioned, ""Why can't he be our President?"" The magazine also published a 6,500-word article highlighting the difference between Trudeau's liberal views on health care, marijuana legalisation, and environment policies and those of Trump. Notably, only American-born US citizens can become President.","Rolling Stone magazine has put liberal Canadian Prime Minister Justin Trudeau on the cover of its latest issue and asks: ?Why Can?t He Be Our President??Perhaps recognising that only American-born US citizens can become president, the magazine takes a different tack on its website. There, its headline for the article posted Wednesday is: ?Justin Trudeau: Is the Canadian Prime Minister the Free World?s Best Hope??Trudeau is pictured with his shirt sleeves rolled up and perched on the edge of a desk.Justin Trudeau appears on our cover. Is Canada's prime minister the free world's best hope? https://t.co/yLLLr6sGGI pic.twitter.com/gZ4awM1HCm? Rolling Stone (@RollingStone) July 26, 2017In the profile, writer Stephen Rodrick outlines stark contrasts between Trudeau?s liberal views on health care, marijuana legalization and environmental policies and those voiced by US President Donald Trump.Trudeau is quoted as saying he disagrees with Trump ?on a whole bunch? of issues, but he also stresses that the two leaders have ?a constructive working relationship.?Trudeau says that seeking to insult Trump ?or overreact or jump at everything he says? on matters where they differ would not result in a constructive relationship."
Deepali Aggarwal,"28 Jul 2017,Friday",UK to send new aircraft carriers to South China Sea ,https://www.theguardian.com/uk-news/2017/jul/27/britains-new-aircraft-carriers-to-test-beijing-in-south-china-sea?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ,"The UK will send its two new aircraft carriers on ""freedom of navigation"" operations in disputed South China Sea waters, amid increasing tensions between China and UK's ally the US, British Foreign Secretary Boris Johnson has said. China claims it enjoys exclusive control over a massive portion of the energy-rich South China Sea while the US considers it international waters.","Boris Johnson has committed the UK?s two brand new aircraft carriers to freedom of navigation exercises in the fiercely contested waters of the South China Sea.In a pointed declaration aimed squarely at China, whose island-building and militarisation in the sea has unnerved western powers, the British foreign secretary said that when the ships came into service they would be sent to the Asia-Pacific region as one of their first assignments.?One of the first things we will do with the two new colossal aircraft carriers that we have just built is send them on a freedom of navigation operation to this area,? Johnson said in Sydney on Thursday, ?to vindicate our belief in the rules-based international system and in the freedom of navigation through those waterways which are absolutely vital for world trade.?He later reiterated the point in a speech ? only to confuse listeners by adding in a Q&A: ?We haven?t yet quite decided to do that ? but they are coming.?The South China Sea is one of the busiest commercial sea routes in the world, carrying $5tn worth of trade a year. China claims it enjoys exclusive control over a massive portion of the sea ? within the so-called nine-dash line ? based on ancient rights marked in 600-year-old mariners? books.In dispute with four neighbouring countries, China has claimed sovereignty over islands in international waters in the sea, and built up sandbars and atolls into usable land. Several key islands have been populated and militarised with airfields, weapons systems and ports.Last year the permanent court of arbitration in The Hague ruled there was no legal basis for China?s historic claim, a decision China has furiously rejected.Sending Britain?s newest and most expensive ships to the region to carry out manoeuvres similar to those conducted by the US navy could be seen by Beijing as provocative.At 280 metres and 65,000 tonnes, the UK?s newest aircraft carrier, HMS Queen Elizabeth, is the largest ship ever built for the Royal Navy. It is undergoing its maiden sea trials off the coast of Scotland and is expected to be accepted by the navy towards the end of the year.The second ship in the class, HMS Prince of Wales, is being fitted out in the Rosyth dock and will be officially named in September.Speaking in Sydney after discussions with his Australian counterpart, Julie Bishop, Johnson said the UK and Australia had reaffirmed ?our shared dedication to the rules-based international system that has been the guarantor of stability and, of course, also of prosperity for the last 70 years.?He added: ?In a volatile and unpredictable world it is more important than ever to nurture the friendships that we know best and that matter to us the most and with people we trust the most.?Bishop said the ministers had discussed the South China Sea as one of the pressing ?challenges? of the Asia-Pacific region. ?We had a long discussion about the Pacific and the opportunities for deeper British engagement in our part of the world ? we also see the United Kingdom as being a natural partner with us in the development and security of the Pacific,? she said.In a speech in Sydney later in front of hundreds of politicians and businesspeople, Johnson reiterated the pledge to send the carriers.?If you look at those vessels ? you will see that they are not only longer than the entire Palace of Westminster but, I think you will agree, they are more persuasive than most of the arguments deployed in the House of Commons,? he said.?And we pledge to do this [send the carriers] not because we have enemies in the region ? but because we believe in upholding the rule of law.?However, within minutes of the speech he appeared to sow some confusion over his promise. In a question-and-answer session he said: ?We haven?t yet quite decided to do that. OK?? He went on: ?I don?t want you to to go out and start scanning the horizons. But they are coming, they are coming. Don?t expect them tomorrow.?The dialogue between the UK?s foreign and defence secretaries and Australia?s foreign and defence ministers ? awkwardly appellated Aukmin ? focused heavily on matters of security, intelligence and counter-terrorism.Australia and the UK will strengthen arrangements to share classified information on defence, security and counter-terrorism operations and look to conduct cooperative military activities in the Asia-Pacific region.The two countries will also discuss ? based on the UK?s Operation Tempera and legislation proposed this month in Australia ? the deployment of soldiers in domestic counter-terrorism operations.The two countries will co-chair an international workshop on human trafficking and modern slavery, to be held at Australia House in London, in preparation for UN consultations on a global migration compact.The ministerial dialogue also discussed trade, particularly the beginnings of a free trade agreement between Australia and the UK, to be struck after the UK engineers its exit from the European Union. Australia will sign a free trade agreement first with Europe, then with the UK.Johnson said he expected, in negotiating a UK-Australia free trade deal, significant pressure to agree to a relaxing of visa conditions for Australians travelling to and working in the UK.?I certainly support an open and generous regime in favour of our Australian friends being able to come, and our European friends, why not? Provided we control it,? he said.Asked whether Australian wine might become cheaper in the UK as a result of a free trade deal, Johnson said it was a ?cruel deprivation of the Australian people? that a tariff was imposed on Scotch whisky by Australia.He said Australian wine was ?delicious? and there were no tariffs on the importation of Bundaberg rum into the UK.? This article was amended on 31 July 2017. An earlier version referred to the HMS Queen Elizabeth, and the HMS Prince of Wales. This has been corrected because Her Majesty?s Ship does not need the definite article."
Deepali Aggarwal,"28 Jul 2017,Friday",Trump donates second quarter salary to education department,http://indiatoday.intoday.in/story/trump-donates-second-quarter-salary-to-education-department/1/1011968.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ,"US President Donald Trump has donated his second quarter salary of $100,000 (?64 lakh) to the country's education department to help American students get access to high-quality education. The donation will be used for hosting science, technology, engineering, and mathematics camps for students. Trump had donated his first quarter salary for the restoration of projects at a national battlefield. ","By Lalit K Jha Washington, Jul 27 (PTI) President Donald Trump has decided to donate his second quarter salary to the US education department to help American students get access to high quality education, the White House said Wednesday. ""In this quarter, the president will be donating his salary to the Department of Education,"" White House Press Secretary Sarah Sanders told reporters at her daily news conference yesterday. She presented a check of USD 100,000 to the Education Secretary Betsy DeVos. Trumps salary in first quarter was donated for restoration of two projects at a national battlefield. Other donors donors quickly stepped up to bring the total donation over USD 260,000 to the education department. DeVos said Trump is committed to nations students and to reforming education in America so that every child, no matter their ZIP code, has access to a high-quality education. ""He and I have had many conversations about how best to put students needs first, and ensure we are setting them up for a lifetime of success. Theres much work to be done, but we are certainly on the right track, thanks to the presidents leadership,"" she said. ""Just yesterday, Ivanka Trump and I hosted a summer reading event at the Smithsonians National Museum of American History, where the focus was on getting young girls, age six to ten, excited about learning science, technology, engineering, and maths. ""It was fun to see their eyes light up as they got to explore, create, and experiment in a collaborative environment,"" DeVos said. She said the department has decided to use Trumps second-quarter salary to host a STEM-focused camp for students at the Department of Education. "
Deepali Aggarwal,"28 Jul 2017,Friday",Gay relationships still criminalised in 72 countries: Report,https://www.theguardian.com/world/2017/jul/27/gay-relationships-still-criminalised-countries-report?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ,"There are as many as 72 countries and territories worldwide which criminalise same-sex relationships, according to a report by the International Lesbian, Gay, Bisexual, Trans and Intersex Association. Homosexuality can result in a death penalty in eight countries, including Iran and Saudi Arabia, while in dozen other countries homosexual acts are punishable by a prison sentence, the report added.","Fifty years after homosexuality was decriminalised in England and Wales, 72 other countries and territories worldwide continue to criminalise same-sex relationships, including 45 in which sexual relationships between women are outlawed.There are eight countries in which homosexuality can result in a death penalty, and dozens more in which homosexual acts can result in a prison sentence, according to an annual report by the International Lesbian, Gay, Bisexual, Trans and Intersex Association (ILGA).Southern and east Africa, the Middle East and south Asia persist with the most draconian approaches. Western Europe and the western hemisphere are the most tolerant.But Britain was by no means a frontrunner when it moved 50 years ago to partly decriminalise homosexuality. Some 20 other countries had already led the way, including France, Belgium, the Netherlands, Brazil and Argentina, all of whom had legalised it well before 1900.In Iran, Sudan, Saudi Arabia and Yemen, homosexuality is still punishable by death, under sharia law. The same applies in parts of Somalia and northern Nigeria. In two other countries ? Syria and Iraq ? the death penalty is carried out by non-state actors, including Islamic State.The report notes that, although the potential exists for a death penalty to be handed down under sharia courts in at least five other countries ? Pakistan, Afghanistan, the UAE, Qatar and Mauritania ? there is no evidence suggesting that it has been implemented for consensual same-sex acts between adults in private.Same-sex relations ? which are variously criminalised under laws covering sodomy, buggery and ?acts against nature? among others ? could lead to a prison sentence in 71 states in all.However, this number excludes Egypt, where same-sex relations are technically legal but are vigorously pursued and where hundreds of people are reported to be detained on morality grounds.Altogether, more than 120 countries have decriminalised homosexuality. But some still cannot be described as liberal. Russia, for example, has recently introduced laws banning the promotion of homosexuality. Russia was recently rebuked by the European court of human rights for a 2013 law banning the spread of ?propaganda of non-traditional sexual relations? among minors.A co-author of the ILGA report, Aengus Carroll, said it remained the case that there was ?no country in the world where LGBT people are safe from discrimination, stigmatisation or violence?.?Legislative change is slow enough in coming, but societal attitudes, particularly those that may evoke taboo, are painstakingly slow,? he said. However, he pointed to some positive developments, in countries including Botswana, Kenya, Zimbabwe and Tunisia, where advocates have recently won court cases affirming the right to form organisations to lobby for rights.There have also been ?amazing strides? on sexual orientation and gender identity issues around the world.A parliamentary vote in Germany will lead to the legalisation of same-sex marriage later this year; marriage equality in Malta will bring to 24 the number of states allowing gay marriage. A similar number of states offer civil partnership recognition.At the time of publication of the ILGA report, there were 26 countries that allowed for joint adoption for same-sex couples and 27 in which same-sex second parent adoption ? where a same-sex parent can legally become a step-parent to his or her partner?s child ? was in place.A spokesman for the LGBT charity Stonewall said that, while it was important to remember how far the UK had come on LGBT rights since the 1967 Sexual Offences Act, many challenges remained.?Same-sex relations are illegal in 72 countries, and punishable by death in eight. We all have a part to play in ensuring all LGBT people are accepted without exception and all we can hope is that, in 50 more years, we will have lots more progress to look back on,? said Matt Horwood. ?Trans people still face a number of legal barriers and LGBT people as a whole continue to face discrimination in their daily lives. LGBT people can find themselves excluded, or face verbal and physical abuse, whether at work, at school, in sport, in faith or within local communities.?"
Tanya Dhingra,"28 Jul 2017,Friday","India wants 4G and 5G, not equal rights for women: Richa",http://www.hindustantimes.com/bollywood/richa-chadha-i-don-t-talk-about-my-personal-life-because-i-want-to-live-peacefully/story-Tl6NaBSSrp5socQ73n1vDM.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ,"Actress Richa Chadha said that as a nation, India wants 4G and 5G, but doesn't want women to have the same rights as men. Richa added, ""We don't want all communities and castes to have same rights as others."" She further said that if she had been living anywhere else other than India, she would have been more open. ","Richa Chadha prefers to be tight-lipped about anything related to her love life, and she holds the society responsible for her stance. Asked about her relationship status, she said, ?The way it goes, even if I was (seeing someone)  I wouldn?t be able to tell you.?The Masaan actor feels that people in India are too judgmental about everything, especially with regard to women.  This prevents her from disclosing more details on her personal life.    Despite delays, some sunshine. @vickykaushal09 #traveldiaries #amcominghome #twoyearsofMasaan A post shared by Richa Chadha (@therichachadha) on Jul 24, 2017 at 1:30pm PDT ?I am sure that if I were somewhere else [other than India], I would probably be a lot more open. So, for the practical purpose of leading my life peacefully, I don?t say anything about my personal life because it is a waste of time,? says Richa.The actor  says that this  prevalent inequality in today?s society, makes her uncomfortable. ?As a nation, we want 4G and 5G, but we don?t want women to have the same rights as men and we don?t want all communities and castes to have same rights as others,? says Richa.The actor, who is currently seen in a web series, has garnered applause for her work at international film festivals. However, back home, she agrees that small films never get enough attention. ?We have a lot of systematic problems which kill small films. Like films don?t get the number of shows they should. They already have very limited number of slots. So, if you are playing Masaan once at  9pm in the night and another show at 11am, they will not pull the crowds in normal days because people are working. In small cities, the problem is that there are no screens at all, because single screen were shut down,? she says.Follow @htshowbiz for more"
